create_time,area,name,type,star_rating,review_sum,address,mon_opening_hours,mon_last_order_time,tue_opening_hours,tue_last_order_time,wed_opening_hours,wed_last_order_time,thu_opening_hours,thu_last_order_time,fri_opening_hours,fri_last_order_time,sat_opening_hours,sat_last_order_time,sun_opening_hours,sun_last_order_time,contact
2023-07-26 16:54:43,sinchon,신촌정직한족발,"족발,보쌈",0.0,28,서울 서대문구 연세로7안길 51 1층,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,0507-1365-4346
2023-07-26 16:54:43,sinchon,역전포장마차 신촌점,술집,0.0,222,서울 서대문구 연세로7길 26 2층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-25:00,정보 없음,0507-1343-3323
2023-07-26 16:54:43,sinchon,쿠마네꼬치,이자카야,4.44,360,서울 서대문구 연세로9길 22,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,정보 없음
2023-07-26 16:54:43,sinchon,술로름,요리주점,0.0,135,서울 마포구 양화로21길 33 B1,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-25:00,00:00,0507-1397-3412
2023-07-26 16:54:43,sinchon,브릭스5221맥주 신촌점,"맥주,호프",4.65,979,서울 서대문구 연세로9길 10-3,휴무,정보 없음,17:00-24:30,00:25,17:00-24:30,00:25,17:00-24:30,00:25,16:00-25:30,01:25,16:00-25:30,01:25,16:00-25:30,정보 없음,0507-1335-7132
2023-07-26 16:54:43,sinchon,쿠시노주방,이자카야,4.39,1410,서울 마포구 동교로 218-1 지하1층 쿠시노주방,16:00-25:00,23:30,16:00-25:00,23:30,16:00-25:00,23:30,16:00-25:00,23:30,16:00-26:00,00:30,15:00-26:00,00:30,16:00-25:00,23:30,010-7245-0503
2023-07-26 16:54:43,sinchon,주무대,요리주점,4.55,396,서울 마포구 와우산로3길 32,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-24:00,정보 없음,0507-1440-1221
2023-07-26 16:54:43,sinchon,안테이쿠,이자카야,0.0,195,서울 서대문구 연세로11길 22 지하,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-25:00,00:00,0507-1329-9677
2023-07-26 16:54:43,sinchon,집시포차,"맥주,호프",0.0,467,서울 서대문구 연세로7안길 10 2층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-26:00,정보 없음,0507-1343-1497
2023-07-26 16:54:43,sinchon,에일크루브루잉 신촌점,"맥주,호프",0.0,142,서울 서대문구 연세로11길 34 지하1층. 지상1~2층 에일크루브루잉,14:00-23:00,22:30,14:00-23:00,22:30,14:00-23:00,22:30,14:00-23:00,22:30,13:00-24:00,23:30,13:00-24:00,23:30,13:00-23:00,22:30,0507-1377-8663
2023-07-26 16:54:43,sinchon,찰리주막 신촌점,요리주점,0.0,317,서울 서대문구 연세로7안길 10-5,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-26:00,정보 없음,02-332-2115
2023-07-26 16:54:43,sinchon,밤말,술집,0.0,293,서울 마포구 동교로 220-5 1.5층,휴무,정보 없음,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,14:00-24:00,정보 없음,0507-1313-5446
2023-07-26 16:54:43,sinchon,매거진 스탠딩,"맥주,호프",4.71,794,"서울 서대문구 연세로7길 34-6 1,2층",휴무,정보 없음,16:00-24:00,23:30,16:00-24:00,23:30,16:00-24:00,23:30,14:00-25:00,00:30,14:00-25:00,00:30,14:00-24:00,정보 없음,0507-1360-1026
2023-07-26 16:54:43,sinchon,보스포차,"맥주,호프",4.36,382,서울 서대문구 연세로7길 25 2층,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,0507-1359-5905
2023-07-26 16:54:43,sinchon,청담동포장마차,요리주점,0.0,115,서울 서대문구 연세로4길 25,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,휴무,정보 없음,02-363-4377
2023-07-26 16:54:43,sinchon,디퍼 루프탑,"맥주,호프",4.49,887,서울 마포구 와우산로38길 4 2층,15:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,15:00-26:00,01:00,12:00-26:00,01:00,12:00-24:00,00:00,0507-1391-0321
2023-07-26 16:54:43,sinchon,수지상회 신촌점,요리주점,0.0,134,서울 서대문구 연세로7길 13 2층,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-30:00,정보 없음,17:00-30:00,정보 없음,17:00-29:00,정보 없음,0507-1483-1330
2023-07-26 16:54:43,sinchon,아무술집 신촌점,"맥주,호프",4.28,214,서울 서대문구 연세로7길 21 1층 아무술집,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1481-8016
2023-07-26 16:54:43,sinchon,사케즈키,이자카야,4.85,207,서울 서대문구 연세로7길 23 2층,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-25:00,00:00,18:00-25:00,00:00,휴무,23:00,0507-1313-0841
2023-07-26 16:54:43,sinchon,역전포장마차 신촌점,술집,0.0,222,서울 서대문구 연세로7길 26 2층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-25:00,정보 없음,0507-1343-3323
2023-07-26 16:54:43,sinchon,김씨네심야식당,이자카야,4.53,786,서울 마포구 와우산로3길 28,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,17:00-27:00,02:00,휴무,02:00,02-6339-1366
2023-07-26 16:54:43,sinchon,신촌에가면 광대포차,요리주점,0.0,114,서울 서대문구 연세로7안길 19 1층,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,0507-1368-1407
2023-07-26 16:54:43,sinchon,오늘와인한잔 신촌역점,와인,4.58,901,서울 서대문구 연세로5나길 8,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-26:00,정보 없음,02-3144-4971
2023-07-26 16:54:43,sinchon,라운지목화 신촌관,요리주점,0.0,56,서울 서대문구 연세로7안길 14 1층,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-27:00,02:00,16:00-27:00,02:00,16:00-26:00,01:00,0507-1368-3341
2023-07-26 16:54:43,sinchon,기중상점,요리주점,4.57,114,서울 서대문구 연세로7안길 18 2층,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,18:00-29:00,정보 없음,18:00-29:00,정보 없음,17:00-27:00,정보 없음,0507-1468-0989
2023-07-26 16:54:43,sinchon,미식가주택,요리주점,0.0,728,서울 마포구 와우산로 15-5 1층,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,17:00-23:00,22:00,17:00-23:00,23:00,0507-1329-9808
2023-07-26 16:54:43,sinchon,프라이빗 신촌점,요리주점,0.0,225,서울 서대문구 연세로9길 10-1 2층,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1441-1665
2023-07-26 16:54:43,sinchon,교토우마이,이자카야,0.0,166,서울 서대문구 연세로5가길 19 2층 교토우마이,17:30-24:00,23:00,17:30-24:00,23:00,17:30-24:00,23:00,17:30-24:00,23:00,17:30-26:00,01:00,17:30-26:00,01:00,휴무,23:00,0507-1315-2816
2023-07-26 16:54:43,sinchon,장미맨숀 신촌점,요리주점,4.51,314,서울 서대문구 연세로5가길 8-6 2층 장미맨숀 신촌점,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-27:00,02:30,17:00-27:00,02:30,17:00-26:00,01:30,0507-1314-3143
2023-07-26 16:54:43,sinchon,건어물녀,"맥주,호프",4.23,769,서울 마포구 양화로21길 33,14:00-28:00,정보 없음,14:00-28:00,정보 없음,14:00-28:00,정보 없음,14:00-28:00,정보 없음,14:00-29:00,정보 없음,14:00-29:00,정보 없음,14:00-28:00,정보 없음,0507-1406-3671
2023-07-26 16:54:43,sinchon,서른즈음에,"맥주,호프",4.32,142,서울 서대문구 연세로7안길 35 2층 서른즈음에,18:00-25:30,정보 없음,18:00-25:30,정보 없음,18:00-25:30,정보 없음,18:00-25:30,정보 없음,18:00-25:30,정보 없음,18:00-25:30,정보 없음,18:00-25:30,정보 없음,0507-1362-3438
2023-07-26 16:54:43,sinchon,술수,요리주점,0.0,173,서울 마포구 백범로16안길 25 1층,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,휴무,23:00,0507-1415-1984
2023-07-26 16:54:43,sinchon,플래시백,바(BAR),0.0,282,서울 마포구 양화로21길 37 2층,14:00-25:00,00:30,14:00-25:00,00:30,14:00-25:00,00:30,14:00-25:00,00:30,14:00-26:00,01:30,13:00-26:00,01:30,13:00-24:00,00:30,0507-1392-5885
2023-07-26 16:54:43,sinchon,수달산장,요리주점,0.0,251,서울 마포구 와우산로37길 1 1층 / 1지층,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,0507-1328-2899
2023-07-26 16:54:43,sinchon,미스터리,"맥주,호프",4.74,131,서울 서대문구 연세로7안길 41 지하1층,17:45-24:00,23:00,17:45-24:00,23:00,17:45-24:00,23:00,17:45-24:00,23:00,17:45-24:00,23:00,17:45-24:00,23:00,17:45-24:00,23:00,02-336-2472
2023-07-26 16:54:43,sinchon,하노이맥주밤거리 신촌점,요리주점,0.0,93,서울 서대문구 연세로7안길 10-1 1-2층,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,0507-1345-8106
2023-07-26 16:54:43,sinchon,콘티키빠,요리주점,4.94,414,서울 마포구 동교로 227-1 지하 1층,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-26:00,01:00,010-2105-3760
2023-07-26 16:54:43,sinchon,투비위드유,"맥주,호프",4.73,106,서울 서대문구 연세로9길 17 지하1층,19:00-24:00,정보 없음,19:00-24:00,정보 없음,19:00-24:00,정보 없음,19:00-24:00,정보 없음,19:00-24:00,정보 없음,19:00-24:00,정보 없음,휴무,정보 없음,010-3168-2826
2023-07-26 16:54:43,sinchon,연어꽃,요리주점,0.0,634,서울 서대문구 연세로9길 37 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1483-4323
2023-07-26 16:54:43,sinchon,이자카야 연정,이자카야,4.82,581,서울 마포구 양화로23길 24 2층 일부,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,0507-1370-9339
2023-07-26 16:54:43,sinchon,역전포장마차 홍대점,술집,4.64,955,서울 마포구 양화로 183 지하1층,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-26:00,정보 없음,16:00-24:00,정보 없음,0507-1376-3340
2023-07-26 16:54:43,sinchon,금별맥주 신촌점,"맥주,호프",4.43,1185,서울 서대문구 연세로11길 14 1층,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,15:00-29:00,정보 없음,02-336-5071
2023-07-26 16:54:43,sinchon,우리들의공간,요리주점,4.28,99,서울 서대문구 연세로2길 101-10,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,02-365-6030
2023-07-26 16:54:43,sinchon,루프탑 투게더,"맥주,호프",0.0,118,서울 마포구 양화로21길 31 4층,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1365-8624
2023-07-26 16:54:43,sinchon,산울림1992,요리주점,4.45,1428,서울 마포구 서강로9길 60 산울림1992,휴무,정보 없음,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,15:00-23:00,정보 없음,0507-1417-0352
2023-07-26 16:54:43,sinchon,똥꼬하우스,포장마차,4.03,134,서울 서대문구 연세로7안길 32 1층 똥꼬하우스,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,02-365-2611
2023-07-26 16:54:43,sinchon,너스레,술집,4.59,593,서울 서대문구 이화여대7길 22,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,휴무,23:00,02-364-2221
2023-07-26 16:54:43,sinchon,용용선생 신촌점,요리주점,0.0,756,서울 서대문구 연세로7길 20 1층,17:00-26:00,01:15,17:00-26:00,01:15,17:00-26:00,01:15,17:00-26:00,01:15,17:00-26:00,01:15,16:30-26:00,01:15,16:30-26:00,01:15,02-336-5261
2023-07-26 16:54:43,sinchon,헤븐,"맥주,호프",0.0,87,서울 서대문구 연세로5나길 14 1층,14:00-25:00,정보 없음,14:00-25:00,정보 없음,14:00-25:00,정보 없음,14:00-26:00,정보 없음,14:00-26:00,정보 없음,14:00-26:00,정보 없음,휴무,정보 없음,070-7585-8413
2023-07-26 16:54:43,sinchon,명성관,바(BAR),4.48,502,서울 마포구 와우산로3길 32,휴무,정보 없음,휴무,정보 없음,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,정보 없음,0507-1371-7456
2023-07-26 16:54:43,sinchon,심야식당하스,이자카야,4.45,736,서울 마포구 연희로1길 19,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-25:00,정보 없음,070-8888-0198
2023-07-26 16:54:43,sinchon,꿀뱅이,요리주점,4.62,258,서울 마포구 동교로 212-5 1층,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,휴무,23:00,0507-1316-2024
2023-07-26 16:54:43,sinchon,라이프롱드림 코지라운지,바(BAR),4.81,353,서울 서대문구 연세로7길 21 B1층,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-26:00,정보 없음,0507-1323-1780
2023-07-26 16:54:43,sinchon,연남옥탑,"맥주,호프",4,442,서울 마포구 양화로23길 28 4층,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-25:00,정보 없음,010-8399-9377
2023-07-26 16:54:43,sinchon,신촌정직한족발,"족발,보쌈",0.0,28,서울 서대문구 연세로7안길 51 1층,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,0507-1365-4346
2023-07-26 16:54:43,sinchon,역전포장마차 신촌점,술집,0.0,222,서울 서대문구 연세로7길 26 2층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-25:00,정보 없음,0507-1343-3323
2023-07-26 16:54:43,sinchon,쿠마네꼬치,이자카야,4.44,360,서울 서대문구 연세로9길 22,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,정보 없음
2023-07-26 16:54:43,sinchon,술로름,요리주점,0.0,135,서울 마포구 양화로21길 33 B1,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-25:00,00:00,0507-1397-3412
2023-07-26 16:54:43,sinchon,브릭스5221맥주 신촌점,"맥주,호프",4.65,979,서울 서대문구 연세로9길 10-3,휴무,정보 없음,17:00-24:30,00:25,17:00-24:30,00:25,17:00-24:30,00:25,16:00-25:30,01:25,16:00-25:30,01:25,16:00-25:30,정보 없음,0507-1335-7132
2023-07-26 16:54:43,sinchon,쿠시노주방,이자카야,4.39,1410,서울 마포구 동교로 218-1 지하1층 쿠시노주방,16:00-25:00,23:30,16:00-25:00,23:30,16:00-25:00,23:30,16:00-25:00,23:30,16:00-26:00,00:30,15:00-26:00,00:30,16:00-25:00,23:30,010-7245-0503
2023-07-26 16:54:43,sinchon,주무대,요리주점,4.55,396,서울 마포구 와우산로3길 32,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-24:00,정보 없음,0507-1440-1221
2023-07-26 16:54:43,sinchon,안테이쿠,이자카야,0.0,195,서울 서대문구 연세로11길 22 지하,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-25:00,00:00,0507-1329-9677
2023-07-26 16:54:43,sinchon,집시포차,"맥주,호프",0.0,467,서울 서대문구 연세로7안길 10 2층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-26:00,정보 없음,0507-1343-1497
2023-07-26 16:54:43,sinchon,에일크루브루잉 신촌점,"맥주,호프",0.0,142,서울 서대문구 연세로11길 34 지하1층. 지상1~2층 에일크루브루잉,14:00-23:00,22:30,14:00-23:00,22:30,14:00-23:00,22:30,14:00-23:00,22:30,13:00-24:00,23:30,13:00-24:00,23:30,13:00-23:00,22:30,0507-1377-8663
2023-07-26 16:54:43,sinchon,찰리주막 신촌점,요리주점,0.0,317,서울 서대문구 연세로7안길 10-5,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-26:00,정보 없음,02-332-2115
2023-07-26 16:54:43,sinchon,밤말,술집,0.0,293,서울 마포구 동교로 220-5 1.5층,휴무,정보 없음,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,14:00-24:00,정보 없음,0507-1313-5446
2023-07-26 16:54:43,sinchon,매거진 스탠딩,"맥주,호프",4.71,794,"서울 서대문구 연세로7길 34-6 1,2층",휴무,정보 없음,16:00-24:00,23:30,16:00-24:00,23:30,16:00-24:00,23:30,14:00-25:00,00:30,14:00-25:00,00:30,14:00-24:00,정보 없음,0507-1360-1026
2023-07-26 16:54:43,sinchon,보스포차,"맥주,호프",4.36,382,서울 서대문구 연세로7길 25 2층,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,0507-1359-5905
2023-07-26 16:54:43,sinchon,청담동포장마차,요리주점,0.0,115,서울 서대문구 연세로4길 25,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,휴무,정보 없음,02-363-4377
2023-07-26 16:54:43,sinchon,디퍼 루프탑,"맥주,호프",4.49,887,서울 마포구 와우산로38길 4 2층,15:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,15:00-25:00,00:00,15:00-26:00,01:00,12:00-26:00,01:00,12:00-24:00,00:00,0507-1391-0321
2023-07-26 16:54:43,sinchon,수지상회 신촌점,요리주점,0.0,134,서울 서대문구 연세로7길 13 2층,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-30:00,정보 없음,17:00-30:00,정보 없음,17:00-29:00,정보 없음,0507-1483-1330
2023-07-26 16:54:43,sinchon,아무술집 신촌점,"맥주,호프",4.28,214,서울 서대문구 연세로7길 21 1층 아무술집,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1481-8016
2023-07-26 16:54:43,sinchon,사케즈키,이자카야,4.85,207,서울 서대문구 연세로7길 23 2층,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-25:00,00:00,18:00-25:00,00:00,휴무,23:00,0507-1313-0841
2023-07-26 16:54:43,sinchon,역전포장마차 신촌점,술집,0.0,222,서울 서대문구 연세로7길 26 2층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-25:00,정보 없음,0507-1343-3323
